YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2010,9,10,28.91,25.52,27.22,29.13,0.26,29.06,28.8,20.39,81.88,8.59
2010,9,11,28.62,25.02,26.82,29.41,0.48,28.9,28.43,19.71,80.75,9.09
2010,9,12,28.92,24.89,26.9,29.59,0.58,29.19,28.6,19.59,78.81,7.23
2010,9,13,28.58,25.7,27.14,29.55,0.42,28.84,28.42,20.57,84.38,7.71
2010,9,14,28.46,25.79,27.12,29.37,0.29,28.65,28.35,20.69,85.38,3.46
2010,9,15,28.74,24.7,26.72,29.33,0.54,29,28.46,19.35,78.75,1.27
2010,9,16,28.76,24.94,26.85,29.57,0.55,28.94,28.39,19.65,79.81,0.88
2010,9,17,28.25,25.58,26.92,29.72,0.98,28.78,27.8,20.51,85.44,4.03
2010,9,18,28.9,25.73,27.32,29.67,1.21,29.24,28.03,20.69,82.94,3.33
2010,9,19,29.08,25.44,27.26,29.6,0.95,29.41,28.48,20.39,80.69,18.31
2010,9,20,29.28,24.8,27.04,29.44,0.49,29.53,29.04,19.53,76.75,5.85
2010,9,21,28.82,25.68,27.25,29.63,0.78,29.29,28.51,20.51,83.06,7.5
2010,9,22,28.55,25.32,26.94,29.68,0.7,28.85,28.15,20.08,82.62,6.89
2010,9,23,28.49,25.23,26.86,29.42,0.51,28.63,28.13,19.96,82.38,5.55
2010,9,24,28.47,24.65,26.56,29.38,0.26,28.64,28.37,19.35,79.75,0.56
2010,9,25,28.51,24.89,26.69,29.48,0.49,28.65,28.17,19.59,80.69,0.78
2010,9,26,28.57,25.45,27.01,29.62,0.57,28.72,28.15,20.2,83.12,1.97
2010,9,27,28.56,24.87,26.71,29.66,1.01,29.23,28.22,19.53,80.31,0.19
2010,9,28,29.22,25.08,27.15,29.6,0.36,29.35,28.98,19.78,78.38,3.08
2010,9,29,29.04,25.35,27.19,29.49,0.45,29.21,28.76,20.14,80.44,8.27
2010,9,30,29.12,25.5,27.31,29.43,0.64,29.37,28.73,20.32,80.75,11.56
2010,10,1,29.19,25.28,27.23,29.37,0.48,29.4,28.92,20.08,79.38,12.97
2010,10,2,28.97,25.48,27.23,29.33,0.74,29.28,28.54,20.32,81.44,8.41
2010,10,3,28.31,25.23,26.77,29.33,0.44,28.51,28.08,19.96,83.25,3.31
2010,10,4,28.35,24.86,26.6,29.37,0.99,28.84,27.85,19.53,81.31,0.83
2010,10,5,28.23,24.93,26.58,29.34,0.6,28.63,28.03,19.59,82.25,1.06
2010,10,6,28.85,24.98,26.91,29.29,0.84,29.18,28.33,19.65,79.56,4.16
2010,10,7,29.26,25.26,27.26,29.37,0.5,29.5,29,20.02,78.94,7.76
2010,10,8,28.74,25.78,27.26,29.46,0.59,29.19,28.6,20.69,83.94,7.05
2010,10,9,28.65,25.44,27.05,29.69,0.28,28.79,28.51,20.32,82.75,2.4
2010,10,10,28.77,25.82,27.3,29.75,0.6,29,28.4,20.75,84,1.42
2010,10,11,28.8,26.11,27.45,29.83,0.21,28.88,28.67,21.06,85.31,7.17
2010,10,12,28.76,25.82,27.3,29.8,0.41,28.98,28.58,20.69,84,4.56
2010,10,13,28.72,25.52,27.12,29.69,0.32,28.85,28.53,20.32,82.75,4.84
2010,10,14,28.58,25.51,27.05,29.71,0.61,28.87,28.26,20.32,83.38,5.71
2010,10,15,28.76,24.96,26.86,29.69,0.59,29.14,28.55,19.65,79.88,4.98
2010,10,16,28.89,25.49,27.19,29.71,0.38,29.06,28.69,20.32,81.81,17.06
2010,10,17,29.05,25.32,27.19,29.8,0.62,29.29,28.68,20.14,80.25,10.42
2010,10,18,28.84,25.58,27.22,29.62,0.41,29.05,28.64,20.57,82.5,46.77
2010,10,19,28.86,25.9,27.37,29.12,0.67,29.19,28.52,20.94,84,16.51
2010,10,20,28.55,26.43,27.49,28.52,0.25,28.68,28.43,21.67,88.25,15.05
2010,10,21,28.58,26.48,27.54,28.21,0.26,28.73,28.47,21.79,88.38,16.21
2010,10,22,28.02,25.25,26.63,28.15,0.75,28.49,27.74,20.2,84.81,10.98
2010,10,23,27.65,24.31,25.98,28.11,0.34,27.81,27.47,18.98,81.94,3.24
2010,10,24,27.51,23.78,25.64,28.24,0.16,27.6,27.43,18.37,80.06,1.2
2010,10,25,27.58,24.29,25.93,28.32,0.65,27.78,27.13,18.92,82.25,4.11
2010,10,26,27.08,23.19,25.14,28.29,2.77,28.4,25.63,17.76,79.19,4.5
2010,10,27,25.33,20.82,23.08,28.13,0.41,25.52,25.11,15.26,76,0.77
2010,10,28,25.62,21.08,23.35,28.03,0.76,26,25.25,15.5,75.94,2.71
2010,10,29,25.74,20.69,23.22,27.95,0.4,25.96,25.57,15.08,73.56,1.84
2010,10,30,26.29,21.65,23.97,27.88,0.95,26.75,25.8,15.99,75.62,3.02
2010,10,31,26.62,22.01,24.32,27.77,0.51,26.89,26.39,16.36,75.81,2.04
2010,11,1,26.05,21.32,23.69,27.65,0.52,26.37,25.85,15.69,75.06,1.05
2010,11,2,26.21,22.12,24.16,27.61,0.62,26.45,25.83,16.48,78.12,3.97
2010,11,3,26.46,22.83,24.65,27.58,0.62,26.76,26.14,17.21,80.44,13.69
2010,11,4,26.83,23.56,25.19,27.54,0.84,27.25,26.42,18.01,82.19,17.02
2010,11,5,27.17,24.19,25.69,27.53,0.34,27.39,27.05,18.74,83.69,17.8
2010,11,6,27.19,25.03,26.11,27.33,0.21,27.28,27.07,19.78,87.94,57.67
2010,11,7,26.66,24.94,25.8,27.41,0.55,27,26.45,19.65,90.12,23.24
2010,11,8,26.95,24.28,25.62,27.49,0.7,27.15,26.45,18.86,85.25,22.28
2010,11,9,25.48,22.21,23.85,27.55,1.47,26.35,24.88,16.54,82,14.14
2010,11,10,24.99,22.31,23.65,27.56,0.73,25.43,24.7,16.66,84.94,5.96
2010,11,11,25.63,22.87,24.25,27.48,0.91,25.9,25,17.27,84.62,20.88
2010,11,12,26.66,24.24,25.45,27.47,0.82,26.91,26.09,18.86,86.44,24.97
2010,11,13,26.69,24.41,25.55,27.55,0.6,26.96,26.36,18.98,87.19,5.35
2010,11,14,26.69,24.35,25.52,27.33,0.95,27.15,26.2,18.86,86.88,3.55
2010,11,15,26.87,23.94,25.4,27.12,0.56,27.08,26.53,18.37,83.81,8.17
2010,11,16,26.35,23.48,24.91,27.1,0.44,26.59,26.15,17.88,84.12,4.06
2010,11,17,26.62,23.78,25.19,27.09,0.83,27.05,26.23,18.25,84.31,1.24
2010,11,18,27,24.33,25.66,27.33,0.16,27.07,26.91,18.92,85.25,2.78
2010,11,19,26.83,23.53,25.19,27.48,0.61,27.05,26.44,18.07,82.06,1.64
2010,11,20,26.59,23.42,25.01,27.41,0.75,26.98,26.23,17.94,82.62,0.44
2010,11,21,26.34,23.89,25.12,27.37,1.1,26.87,25.76,18.43,86.25,0.89
2010,11,22,26.72,24.3,25.51,27.41,0.91,27.15,26.24,18.92,86.5,7.35
2010,11,23,26.51,23.81,25.15,27.45,1.38,27.05,25.66,18.37,85.06,10.67
2010,11,24,25.55,21.55,23.55,27.42,0.48,25.73,25.24,15.93,78.44,0.57
2010,11,25,25.55,21.55,23.55,27.26,0.43,25.73,25.31,15.93,78.44,1.16
2010,11,26,25.15,20.91,23.03,27.12,0.24,25.27,25.03,15.32,77.25,1.57
2010,11,27,25.23,20.59,22.91,26.98,0.2,25.33,25.14,14.95,75.38,0.42
2010,11,28,25.57,20.84,23.2,26.8,0.66,25.92,25.26,15.2,75,0.15
2010,11,29,26.25,21.9,24.07,26.78,0.64,26.52,25.88,16.3,76.94,0.1
2010,11,30,26.55,23.5,25.02,26.72,0.41,26.7,26.29,17.94,83.25,0.74
2010,12,1,26.17,23.92,25.05,26.68,0.53,26.44,25.9,18.43,87.31,1.1
2010,12,2,26.47,23.77,25.12,26.77,0.46,26.7,26.24,18.25,85.06,1.81
2010,12,3,25.79,22.98,24.38,26.77,0.94,26.21,25.27,17.4,84.44,8.09
2010,12,4,25.8,22.79,24.29,26.67,0.81,26.19,25.38,17.15,83.38,3.12
2010,12,5,26.39,23.51,24.94,26.69,0.24,26.48,26.23,18.01,84.06,1.37
2010,12,6,26.12,23.12,24.62,26.57,0.81,26.36,25.55,17.58,83.44,3.86
2010,12,7,24.69,20.34,22.51,26.4,1.58,25.48,23.89,14.77,76.69,2.21
2010,12,8,23.23,18.7,20.97,26.23,0.77,23.8,23.02,13.37,75.62,1.1
2010,12,9,23.15,17.5,20.32,26.18,0.45,23.36,22.9,12.33,70.44,0.11
2010,12,10,24.23,19.22,21.73,25.89,1.39,24.82,23.43,13.79,73.5,1.06
2010,12,11,25.12,20.37,22.75,25.65,0.39,25.25,24.86,14.83,74.88,1.25
2010,12,12,25.43,21.4,23.41,25.69,0.81,25.94,25.12,15.81,78.31,0.3
2010,12,13,25.94,24.19,25.06,25.95,0.42,26.16,25.74,18.8,90.06,0.55
2010,12,14,25.76,24.13,24.94,26.08,0.3,25.9,25.6,18.68,90.62,0.1
2010,12,15,25.44,22.73,24.08,26.05,0.34,25.61,25.27,17.15,84.88,0.36
2010,12,16,24,21.55,22.77,25.94,2.98,25.46,22.48,16.05,86.12,1.64
2010,12,17,22.9,19.2,21.05,25.75,0.55,23.11,22.56,13.73,79.62,2.57
2010,12,18,23.33,19.17,21.25,25.75,1.42,24.19,22.76,13.73,77.38,1.88
2010,12,19,24.85,20.98,22.91,25.86,0.95,25.24,24.29,15.32,78.94,0.67
2010,12,20,24.89,20.63,22.76,26.02,0.88,25.32,24.44,15.08,77.25,1.03
2010,12,21,24.74,19.43,22.08,26,0.97,25.16,24.19,13.98,72.19,0
2010,12,22,23.99,20.35,22.17,25.54,0.59,24.32,23.73,14.83,80,1.52
2010,12,23,24.06,20.13,22.1,25.58,0.78,24.42,23.64,14.59,78.62,2.36
2010,12,24,24.61,20.19,22.4,25.74,0.48,24.88,24.41,14.65,76.38,1.77
2010,12,25,24.42,19.65,22.04,25.94,0.45,24.55,24.11,14.16,74.69,0.56
2010,12,26,23.65,19.81,21.73,26.15,1.34,24.15,22.83,14.28,78.94,1.2
2010,12,27,22.93,18.93,20.93,26.19,0.69,23.22,22.53,13.49,78.06,2.86
2010,12,28,23.64,19.86,21.75,26.11,1.21,24.28,23.07,14.34,79.31,2.3
2010,12,29,24.02,19.69,21.86,26.1,0.45,24.19,23.74,14.16,76.69,3.42
2010,12,30,23.94,19.99,21.96,26.14,0.37,24.08,23.72,14.47,78.5,3.86
2010,12,31,22.91,18.79,20.85,26.05,2.41,23.98,21.57,13.37,77.5,10.58
2011,1,1,21.58,17.61,19.59,25.92,0.95,22.01,21.07,12.39,78,6.37
2011,1,2,22.61,18.47,20.54,25.94,0.87,22.97,22.09,13.06,77.38,3.59
2011,1,3,23.8,19.19,21.49,26.08,1.32,24.27,22.95,13.67,75.31,1.2
2011,1,4,24.14,19.94,22.05,26.21,0.54,24.44,23.9,14.4,77.31,4.86
2011,1,5,24.71,20.57,22.64,26.22,1.07,25.23,24.15,14.95,77.69,5.78
2011,1,6,24.86,20.44,22.65,26.22,0.77,25.03,24.26,14.83,76.38,1.61
2011,1,7,23.02,19.62,21.32,26.11,1.66,24.19,22.53,14.1,81.12,3.13
2011,1,8,24.23,20.3,22.26,26.14,1.82,25,23.18,14.71,78.62,2.05
2011,1,9,24.62,21.04,22.83,26.15,0.69,24.97,24.27,15.44,80.38,0.85
2011,1,10,23.55,20.33,21.94,26.11,1.03,24.25,23.21,14.77,82,3.24
2011,1,11,23.98,20.73,22.35,26.01,0.39,24.16,23.77,15.14,81.94,4.69
2011,1,12,22.7,19.76,21.23,25.88,2.16,23.92,21.76,14.28,83.38,6.14
2011,1,13,23.14,19.63,21.38,25.83,1.46,23.83,22.37,14.1,80.56,3.42
2011,1,14,24.21,21.61,22.91,25.73,0.78,24.61,23.83,15.99,85.25,5.05
2011,1,15,23.51,20.1,21.8,25.65,2.51,24.56,22.05,14.65,81.12,4.45
2011,1,16,20.79,16.57,18.68,25.65,1.71,21.93,20.22,11.6,76.69,5.46
2011,1,17,21.48,16.98,19.23,25.72,1.43,22.17,20.74,11.9,75.5,4.19
2011,1,18,22.73,18.75,20.74,25.65,0.82,23.05,22.23,13.31,78.12,2.74
2011,1,19,23.55,20.54,22.05,25.6,0.9,23.94,23.04,14.95,83.12,3.31
2011,1,20,24.35,21.66,23.01,25.53,1.03,24.98,23.94,16.05,84.81,3.21
2011,1,21,24.19,21.79,22.99,25.49,1.91,24.98,23.07,16.24,86.38,6.45
2011,1,22,22.88,19.55,21.21,25.46,0.98,23.4,22.43,14.04,81.38,1.86
2011,1,23,23.82,20.3,22.06,25.69,0.87,24.24,23.37,14.71,80.62,1.16
2011,1,24,23.83,20.07,21.95,25.88,1.08,24.34,23.26,14.47,79.38,2.83
2011,1,25,23.4,19.36,21.38,25.86,0.61,23.71,23.1,13.79,77.94,2.24
2011,1,26,23.83,19.24,21.53,25.91,0.38,23.99,23.6,13.67,75.38,0.05
2011,1,27,24.28,19.69,21.98,26.08,0.62,24.58,23.95,14.1,75.44,0.18
2011,1,28,24.66,19.69,22.17,26.11,0.62,24.91,24.29,14.1,73.75,0.56
2011,1,29,23.09,19.73,21.41,26.01,2.29,24.41,22.12,14.16,81.25,4.09
2011,1,30,22.13,18.56,20.35,25.69,0.35,22.35,22.01,13.12,80.06,2.72
2011,1,31,21.96,17.71,19.83,25.65,0.3,22.13,21.83,12.45,76.69,1.98
2011,2,1,22.47,17.31,19.89,25.65,1.41,23.16,21.75,12.15,72.56,0.59
2011,2,2,23.16,18.15,20.65,25.69,0.82,23.58,22.76,12.82,73.31,0
2011,2,3,23.65,19.09,21.37,25.67,0.46,23.88,23.42,13.61,75.5,0
2011,2,4,24.15,19.49,21.82,25.61,0.91,24.53,23.62,13.98,75.12,0.03
2011,2,5,24.05,20.16,22.11,25.7,0.38,24.21,23.83,14.59,78.81,0.27
2011,2,6,23.78,20.02,21.9,25.68,0.39,23.95,23.57,14.47,79.38,0.26
2011,2,7,23.66,19.87,21.76,25.58,0.59,23.94,23.35,14.34,79.19,0.04
2011,2,8,24.33,21.44,22.88,25.6,0.75,24.71,23.95,15.93,83.88,3.45
2011,2,9,24.27,21.46,22.87,25.61,0.86,24.65,23.8,15.93,84.25,1.53
2011,2,10,24.98,21.68,23.33,25.9,1.1,25.38,24.28,16.11,81.88,3.42
2011,2,11,24.28,20.77,22.53,25.98,2.72,25.33,22.62,15.2,80.69,0.73
2011,2,12,21.73,17.79,19.76,25.65,1.17,22.52,21.35,12.57,78.25,0.99
2011,2,13,22.74,18.76,20.75,25.55,2.05,23.7,21.65,13.37,78.12,0.52
2011,2,14,23.51,20.39,21.95,25.63,2.26,24.2,21.94,14.83,82.56,1.81
2011,2,15,22.14,18.82,20.48,25.49,0.75,22.6,21.85,13.37,81.31,0.69
2011,2,16,23.56,20.33,21.94,25.48,1.79,24.43,22.64,14.71,81.94,0.24
2011,2,17,24.83,22.27,23.55,25.6,0.85,25.2,24.36,16.66,85.56,0.69
2011,2,18,24.52,21.83,23.18,25.69,1.05,24.96,23.91,16.17,84.88,0.11
2011,2,19,23.98,21.64,22.81,25.69,0.47,24.24,23.77,15.99,86.62,0.01
2011,2,20,24.05,21.24,22.65,25.71,0.84,24.4,23.57,15.62,84.19,0.26
2011,2,21,23.62,20.12,21.87,25.69,0.29,23.77,23.48,14.53,80.62,0.3
2011,2,22,23.41,19.3,21.36,25.93,0.31,23.55,23.23,13.79,77.62,0.22
2011,2,23,23.78,19.01,21.4,26.12,0.75,24.21,23.47,13.55,74.56,0.01
2011,2,24,24.4,19.08,21.74,26.01,0.45,24.64,24.19,13.61,72.12,0
2011,2,25,24.22,19.98,22.1,25.93,0.4,24.38,23.98,14.4,77.19,0
2011,2,26,23.77,19.69,21.73,25.79,0.49,23.93,23.44,14.16,77.88,0
2011,2,27,24.2,20.85,22.52,25.73,1.37,24.79,23.42,15.26,81.5,0.18
2011,2,28,25.08,21.5,23.3,25.72,0.36,25.22,24.86,15.87,80.44,0.15
2011,3,1,25.17,21.44,23.3,25.75,0.46,25.37,24.9,15.81,79.69,0.25
2011,3,2,23.75,20.8,22.27,25.53,1.88,24.82,22.95,15.2,83.44,3.2
2011,3,3,23.06,20.01,21.54,25.3,0.41,23.28,22.87,14.47,82.88,8.73
2011,3,4,22.44,19.15,20.8,25.25,0.7,22.84,22.14,13.67,81.56,5.89
2011,3,5,22.75,19.33,21.04,25.19,1.34,23.52,22.18,13.85,80.94,1.79
2011,3,6,24.41,21.94,23.18,25.16,1.38,24.98,23.61,16.36,86,1.14
2011,3,7,24.25,22.24,23.24,25.16,3.55,25.36,21.81,16.72,88.44,9.16
2011,3,8,21.79,18.15,19.97,25.26,0.81,22.1,21.29,12.82,79.75,1.17
2011,3,9,22.63,18.58,20.61,25.19,0.97,23.03,22.06,13.12,77.75,0.58
2011,3,10,23.13,18.82,20.98,25.37,0.85,23.49,22.64,13.37,76.56,0.73
2011,3,11,24.08,19.3,21.69,25.48,0.95,24.44,23.5,13.79,74.56,0.94
2011,3,12,24.67,19.98,22.33,25.55,0.7,24.98,24.29,14.4,75,0.34
2011,3,13,24.83,20.67,22.76,25.6,0.58,25.16,24.58,15.08,77.56,0
2011,3,14,25.01,21.03,23.01,25.7,0.37,25.21,24.85,15.44,78.5,0.01
2011,3,15,24.85,20.85,22.85,25.68,1.26,25.16,23.9,15.26,78.38,1.6
2011,3,16,22.25,18.92,20.58,25.61,2.1,23.69,21.58,13.49,81.31,4.03
2011,3,17,22.29,18.77,20.53,25.53,0.76,22.83,22.07,13.31,80.38,2.89
2011,3,18,23.48,19.84,21.66,25.51,1.13,24.01,22.87,14.28,80,1.23
2011,3,19,24.89,21.24,23.07,25.84,1.52,25.53,24.01,15.62,80.06,0.51
2011,3,20,25.86,22.3,24.08,26.15,0.63,26.16,25.54,16.72,80.62,0.46
2011,3,21,26.08,23.21,24.65,26.19,0.71,26.44,25.73,17.64,84.12,0.05
2011,3,22,25.64,22.88,24.26,26.18,2.44,26.46,24.03,17.27,84.62,1.15
2011,3,23,23.51,20.25,21.88,25.81,0.92,24.01,23.08,14.65,81.81,1.53
2011,3,24,23.73,20.23,21.98,25.69,0.52,24,23.48,14.65,80.69,1.28
2011,3,25,23.42,19.8,21.61,25.67,0.52,23.61,23.1,14.22,80.06,1.36
2011,3,26,23.34,19.73,21.53,25.65,0.35,23.51,23.15,14.16,80.06,1.73
2011,3,27,23.62,19.83,21.73,25.59,0.62,23.97,23.35,14.28,79.25,2.67
2011,3,28,23.48,20.12,21.8,25.43,0.19,23.58,23.4,14.53,81.25,5.52
2011,3,29,23.44,19.7,21.57,25.4,0.27,23.58,23.31,14.16,79.5,3.83
2011,3,30,22.98,17.94,20.46,25.28,0.95,23.42,22.48,12.63,73.25,0.17
2011,3,31,23.23,18.75,20.99,25.3,1.16,23.67,22.51,13.37,75.81,0.32
2011,4,1,24.15,19.7,21.93,25.54,0.96,24.48,23.52,14.16,76.06,0.33
2011,4,2,24.17,19.73,21.95,25.63,0.36,24.37,24.02,14.22,76.12,0.12
2011,4,3,24.3,19.87,22.08,25.65,0.53,24.52,23.99,14.34,76.25,0.01
2011,4,4,24.65,19.94,22.3,25.77,0.52,24.94,24.43,14.4,75,0.31
2011,4,5,23.83,20.07,21.95,25.67,0.87,24.28,23.41,14.47,79.38,2.01
2011,4,6,23.98,19.65,21.82,25.85,0.94,24.38,23.44,14.1,76.69,0.38
2011,4,7,24.39,20.03,22.21,25.82,0.77,24.86,24.08,14.47,76.56,0.1
2011,4,8,24.87,21.49,23.18,25.69,1.03,25.22,24.19,15.81,81.38,0.52
2011,4,9,24.46,21.01,22.73,25.69,0.78,24.9,24.12,15.32,80.94,0.05
2011,4,10,24.53,20.17,22.35,25.72,1.09,25.03,23.94,14.59,76.62,0
2011,4,11,24.53,21.37,22.95,25.76,0.5,24.85,24.35,15.75,82.5,0.07
2011,4,12,24.83,21.55,23.19,25.7,0.55,25.07,24.52,15.87,81.88,0.17
2011,4,13,25.01,21.17,23.09,25.93,0.55,25.21,24.66,15.5,79.12,0.06
2011,4,14,25.48,21.58,23.54,26.11,0.94,25.8,24.87,15.99,78.94,0.05
2011,4,15,26.08,22.7,24.4,26.31,1.09,26.56,25.47,17.15,81.56,0.01
2011,4,16,25.82,23.3,24.56,26.51,0.76,26.16,25.4,17.76,85.94,0
2011,4,17,25.98,22.9,24.44,26.48,0.85,26.44,25.59,17.4,83.06,0.03
2011,4,18,25.52,22.56,24.05,26.52,2.61,26.37,23.76,17.03,83.62,11.58
2011,4,19,23.46,19.97,21.71,26.36,0.55,23.7,23.15,14.4,80.69,5.52
2011,4,20,23.72,19.15,21.44,25.98,0.97,24.15,23.19,13.67,75.44,0.22
2011,4,21,24.33,20.34,22.33,25.83,1.77,24.95,23.19,14.77,78.31,0.56
2011,4,22,25.81,21.9,23.86,26.19,1.41,26.39,24.98,16.3,78.94,0.72
2011,4,23,25,22.07,23.53,26.4,1.56,25.8,24.23,16.48,83.75,1.11
2011,4,24,24.56,20.99,22.78,26.22,0.34,24.62,24.28,15.38,80.44,0.36
2011,4,25,25.44,22.8,24.12,26.22,1.36,25.98,24.62,17.21,85.19,0.43
2011,4,26,26.54,23.79,25.16,26.55,0.91,26.82,25.92,18.37,84.75,0.04
2011,4,27,26.11,23.89,25,26.86,0.6,26.3,25.7,18.49,87.5,0.19
2011,4,28,25.92,22.48,24.19,26.8,0.58,26.16,25.58,16.91,81.31,0.01
2011,4,29,26.54,24.44,25.49,26.99,1.27,27.13,25.86,19.04,88.19,0.92
2011,4,30,27.47,25.08,26.27,27.56,0.68,27.73,27.05,19.78,86.69,0.89
2011,5,1,27.35,24.63,25.99,27.87,0.59,27.54,26.94,19.29,85.06,0.07
2011,5,2,27.44,24.62,26.03,28.11,1.17,27.9,26.74,19.29,84.56,0.07
2011,5,3,27.9,25.69,26.8,28.2,1.32,28.31,26.99,20.57,87.75,0.19
2011,5,4,27.3,24.67,25.98,27.96,0.98,27.65,26.66,19.35,85.56,0.19
2011,5,5,27.99,24.62,26.3,28,0.64,28.23,27.58,19.29,81.81,0.97
2011,5,6,27.58,24.67,26.12,28.07,0.32,27.75,27.44,19.35,84.06,0.07
2011,5,7,27.8,24.62,26.21,28.1,0.8,28.16,27.37,19.29,82.81,1.2
2011,5,8,27.62,25.21,26.41,27.73,0.39,27.73,27.34,20.02,86.69,2.24
2011,5,9,27.68,25.05,26.37,27.56,0.32,27.76,27.44,19.9,85.5,9.91
2011,5,10,27.54,24.57,26.05,27.82,0.94,27.95,27.01,19.35,83.81,20.45
2011,5,11,28.01,25.21,26.61,28.05,0.7,28.19,27.48,20.02,84.75,0.67
2011,5,12,28.02,25.35,26.69,28.12,0.27,28.18,27.9,20.14,85.38,0.87
2011,5,13,27.83,24.63,26.23,28.21,0.34,28.01,27.67,19.29,82.69,0.96
2011,5,14,27.57,24.73,26.15,28.27,0.27,27.72,27.45,19.41,84.44,1.81
2011,5,15,27.54,25.3,26.41,28.43,0.46,27.83,27.37,20.02,87.5,1.06
2011,5,16,27.59,25.32,26.46,28.58,0.7,27.84,27.13,20.08,87.31,2.02
2011,5,17,26.68,24.05,25.37,28.56,0.63,27.03,26.4,18.62,85.44,4.01
2011,5,18,27.18,23.2,25.19,28.52,0.53,27.37,26.84,17.7,78.88,10.33
2011,5,19,26.98,23.56,25.27,28.43,1.23,27.7,26.47,18.07,81.44,17.19
2011,5,20,27.16,24.15,25.65,28.28,0.87,27.67,26.8,18.74,83.5,20.18
2011,5,21,27.12,24.22,25.67,28.34,0.7,27.48,26.78,18.86,84.06,8.96
2011,5,22,27.46,23.69,25.58,28.55,1.1,27.8,26.69,18.25,79.88,4.88
2011,5,23,28.1,24.95,26.53,28.72,0.66,28.36,27.69,19.71,82.94,3.71
2011,5,24,28.03,25.22,26.62,28.97,0.67,28.37,27.7,20.02,84.62,4.67
2011,5,25,28.04,25.47,26.75,28.86,0.81,28.42,27.6,20.32,85.88,8.11
2011,5,26,28.26,25.9,27.08,28.61,0.18,28.35,28.16,20.94,86.94,7.23
2011,5,27,27.76,25.38,26.57,28.37,0.65,28.12,27.48,20.39,86.81,39.75
2011,5,28,27.54,24.65,26.09,28.18,1,27.95,26.94,19.47,84.19,11.47
2011,5,29,27.25,23.68,25.47,28.05,0.8,27.67,26.87,18.25,80.81,4.94
2011,5,30,27.03,25.19,26.12,28.06,0.57,27.32,26.74,19.96,89.62,24.6
2011,5,31,27.33,25.29,26.31,28.06,1.16,27.9,26.73,20.14,88.5,13.03
2011,6,1,27.77,25.79,26.78,28.12,1.41,28.36,26.94,20.69,88.88,11.42
2011,6,2,28.16,25.71,26.94,28.41,0.32,28.33,28.01,20.57,86.44,7.37
2011,6,3,28.01,24.93,26.47,28.92,0.56,28.3,27.73,19.65,83.25,2.75
2011,6,4,28.71,26.26,27.48,29.21,0.8,29.08,28.29,21.3,86.5,1.89
2011,6,5,28.92,26.37,27.65,29.23,0.4,29.1,28.7,21.42,86.06,1.34
2011,6,6,28.84,26.15,27.5,29.02,0.38,29.06,28.68,21.18,85.38,0.21
2011,6,7,28.71,25.73,27.22,29.08,0.27,28.87,28.6,20.63,83.88,0.05
2011,6,8,28.9,26.06,27.48,29.27,0.61,29.27,28.66,21.06,84.56,0.86
2011,6,9,28.94,25.17,27.05,29.27,0.49,29.22,28.72,19.96,80.06,3.26
2011,6,10,29.18,25.47,27.33,29.19,0.95,29.66,28.71,20.39,80.38,4.37
2011,6,11,28.85,25.76,27.3,28.94,0.7,29.22,28.51,20.69,83.31,2.85
2011,6,12,28.91,25.44,27.18,29.28,0.63,29.23,28.59,20.26,81.5,3.54
2011,6,13,29.08,26.15,27.62,29.35,0.91,29.57,28.65,21.18,84.12,0.77
2011,6,14,29.23,26.06,27.65,29.27,0.48,29.49,29.01,21.06,83,2.73
2011,6,15,29.12,25.89,27.51,29.44,0.5,29.43,28.93,20.87,82.69,2.58
2011,6,16,29.19,26.19,27.69,29.33,0.47,29.42,28.95,21.24,83.81,2.18
2011,6,17,29.06,26.01,27.54,29.06,0.35,29.25,28.89,21,83.56,3.36
2011,6,18,29.05,25.52,27.28,29.01,0.34,29.26,28.93,20.39,81.25,3.03
2011,6,19,29.1,26.21,27.65,29.01,0.24,29.26,29.01,21.3,84.38,16.06
2011,6,20,28.62,26.01,27.32,28.84,0.57,29.01,28.44,21.12,85.75,23.19
2011,6,21,28.65,26.27,27.46,28.8,0.4,28.89,28.49,21.36,86.81,19.94
2011,6,22,28.71,25.76,27.24,28.78,0.22,28.83,28.62,20.75,84,10.98
2011,6,23,28.86,26.22,27.54,28.92,0.52,29.05,28.54,21.42,85.62,13.5
2011,6,24,28.98,26.46,27.72,29.09,0.38,29.15,28.76,21.79,86.19,17.82
2011,6,25,28.84,26.1,27.48,28.85,0.32,28.98,28.67,21.24,85.06,17.14
2011,6,26,28.43,25.95,27.19,28.88,0.41,28.61,28.2,20.94,86.31,14.2
2011,6,27,28.08,24.85,26.46,29.05,0.48,28.24,27.76,19.59,82.62,18.69
2011,6,28,27.96,24.44,26.2,29.08,1,28.57,27.57,19.1,81.12,8.65
2011,6,29,28.39,25.26,26.83,29.16,0.22,28.48,28.26,20.02,83.06,4.11
2011,6,30,28.11,25.02,26.56,29.23,0.41,28.3,27.89,19.78,83.25,0.49
2011,7,1,28.6,25.87,27.23,29.23,0.66,28.85,28.18,20.81,85.12,1.63
2011,7,2,28.77,25.54,27.15,29.23,0.52,29.03,28.51,20.39,82.62,0.42
2011,7,3,28.73,25.19,26.96,29.31,0.31,28.87,28.55,19.96,81.06,0.07
2011,7,4,28.72,25.32,27.01,29.32,0.52,28.91,28.4,20.14,81.81,0.01
